# z_bin_left flux_sum
0.0	0.0
0.1	0.007428634701251335
0.2	0.010697519263190769
0.3	0.013502085151724023
0.4	0.016674284703212916
0.5	0.019827635520541013
0.6	0.023112928090701472
0.7	0.026300947468634664
0.8	0.029308194165543
0.9	0.032076498115128325
1.0	0.03456224578763127
1.1	0.03659116982309753
1.2	0.03827553081154333
1.3	0.03952021192055759
1.4	0.040249639864718634
1.5	0.04047992294427391
1.6	0.040457294739575544
1.7	0.039945954797728625
1.8	0.038934181916539086
1.9	0.037673514004738964
2.0	0.03612048185567796
2.1	0.03298200142284365
2.2	0.02876011028424601
2.3	0.024953970736926817
2.4	0.021414868030306164
2.5	0.01830862589058019
2.6	0.015605348207218216
2.7	0.013161585920966357
2.8	0.011037360266666645
2.9	0.009169732989862324
3.0	0.007597367487761505
3.1	0.006231126365094125
3.2	0.005027245554349378
3.3	0.004029213264405202
3.4	0.003170410151882682
3.5	0.002446047293198519
3.6	0.001837908341737952
3.7	0.0013061365780192666
3.8	0.0008764323550259176
3.9	0.0005364674155449111
4.0	0.00028542408132784707
4.1	0.00011855805109043933
4.2	2.191305226044546e-5
4.3	0.0
4.4	0.0
4.5	0.0
4.6	0.0
4.7	0.0
4.8	0.0
4.9	0.0
5.0	0.0
